topic,svg_code,response,score
" 'sunset over a serene lake',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky Gradient -->
  <defs>
    <linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#FFCC66"" />
      <stop offset=""100%"" stop-color=""#FF6666"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""url(#skyGradient)"" />

  <!-- Sun -->
  <circle cx=""100"" cy=""80"" r=""20"" fill=""#FFDD44"" />

  <!-- Lake -->
  <rect x=""0"" y=""100"" width=""200"" height=""100"" fill=""#66CCFF"" />

  <!-- Reflection of the Sun -->
  <ellipse cx=""100"" cy=""120"" rx=""20"" ry=""5"" fill=""#FFDD44"" opacity=""0.5"" />

  <!-- Horizon Line -->
  <line x1=""0"" y1=""100"" x2=""200"" y2=""100"" stroke=""#333"" stroke-width=""0.5"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky Gradient -->
  <defs>
    <linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#FFCC66"" />
      <stop offset=""100%"" stop-color=""#FF6666"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""url(#skyGradient)"" />

  <!-- Sun -->
  <circle cx=""100"" cy=""80"" r=""20"" fill=""#FFDD44"" />

  <!-- Lake -->
  <rect x=""0"" y=""100"" width=""200"" height=""100"" fill=""#66CCFF"" />

  <!-- Reflection of the Sun -->
  <ellipse cx=""100"" cy=""120"" rx=""20"" ry=""5"" fill=""#FFDD44"" opacity=""0.5"" />

  <!-- Horizon Line -->
  <line x1=""0"" y1=""100"" x2=""200"" y2=""100"" stroke=""#333"" stroke-width=""0.5"" />
</svg>
```",0.9669827222824097
" 'checkered scarf with fringe ends',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Checkered pattern -->
  <defs>
    <pattern id=""checkeredPattern"" x=""0"" y=""0"" width=""10"" height=""10"" patternUnits=""userSpaceOnUse"">
      <rect x=""0"" y=""0"" width=""5"" height=""5"" fill=""black""/>
      <rect x=""5"" y=""5"" width=""5"" height=""5"" fill=""black""/>
    </pattern>
  </defs>
  
  <!-- Scarf -->
  <rect x=""10"" y=""10"" width=""180"" height=""60"" fill=""url(#checkeredPattern)"" stroke=""black"" stroke-width=""1""/>
  
  <!-- Fringe ends -->
  <line x1=""10"" y1=""70"" x2=""10"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""20"" y1=""70"" x2=""20"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""30"" y1=""70"" x2=""30"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""40"" y1=""70"" x2=""40"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""50"" y1=""70"" x2=""50"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""60"" y1=""70"" x2=""60"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""70"" y1=""70"" x2=""70"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""80"" y1=""70"" x2=""80"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""90"" y1=""70"" x2=""90"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""100"" y1=""70"" x2=""100"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""110"" y1=""70"" x2=""110"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""120"" y1=""70"" x2=""120"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""130"" y1=""70"" x2=""130"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""140"" y1=""70"" x2=""140"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""150"" y1=""70"" x2=""150"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""160"" y1=""70"" x2=""160"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""170"" y1=""70"" x2=""170"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""180"" y1=""70"" x2=""180"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""190"" y1=""70"" x2=""190"" y2=""90"" stroke=""black"" stroke-width=""1""/>
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Checkered pattern -->
  <defs>
    <pattern id=""checkeredPattern"" x=""0"" y=""0"" width=""10"" height=""10"" patternUnits=""userSpaceOnUse"">
      <rect x=""0"" y=""0"" width=""5"" height=""5"" fill=""black""/>
      <rect x=""5"" y=""5"" width=""5"" height=""5"" fill=""black""/>
    </pattern>
  </defs>
  
  <!-- Scarf -->
  <rect x=""10"" y=""10"" width=""180"" height=""60"" fill=""url(#checkeredPattern)"" stroke=""black"" stroke-width=""1""/>
  
  <!-- Fringe ends -->
  <line x1=""10"" y1=""70"" x2=""10"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""20"" y1=""70"" x2=""20"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""30"" y1=""70"" x2=""30"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""40"" y1=""70"" x2=""40"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""50"" y1=""70"" x2=""50"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""60"" y1=""70"" x2=""60"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""70"" y1=""70"" x2=""70"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""80"" y1=""70"" x2=""80"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""90"" y1=""70"" x2=""90"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""100"" y1=""70"" x2=""100"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""110"" y1=""70"" x2=""110"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""120"" y1=""70"" x2=""120"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""130"" y1=""70"" x2=""130"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""140"" y1=""70"" x2=""140"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""150"" y1=""70"" x2=""150"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""160"" y1=""70"" x2=""160"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""170"" y1=""70"" x2=""170"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""180"" y1=""70"" x2=""180"" y2=""90"" stroke=""black"" stroke-width=""1""/>
  <line x1=""190"" y1=""70"" x2=""190"" y2=""90"" stroke=""black"" stroke-width=""1""/>
</svg>
```",8.072200330389023e-07
" 'deep blue geometric patterns on a white canvas',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""white"" />
  <g fill=""none"" stroke=""deepblue"" stroke-width=""2"">
    <polygon points=""50,10 90,40 50,70 10,40"" />
    <polygon points=""150,10 190,40 150,70 110,40"" />
    <polygon points=""50,130 90,160 50,190 10,160"" />
    <polygon points=""150,130 190,160 150,190 110,160"" />
    <line x1=""50"" y1=""10"" x2=""150"" y2=""10"" />
    <line x1=""90"" y1=""40"" x2=""190"" y2=""40"" />
    <line x1=""50"" y1=""70"" x2=""150"" y2=""70"" />
    <line x1=""10"" y1=""40"" x2=""110"" y2=""40"" />
    <line x1=""50"" y1=""130"" x2=""150"" y2=""130"" />
    <line x1=""90"" y1=""160"" x2=""190"" y2=""160"" />
    <line x1=""50"" y1=""190"" x2=""150"" y2=""190"" />
    <line x1=""10"" y1=""160"" x2=""110"" y2=""160"" />
    <circle cx=""100"" cy=""100"" r=""30"" />
    <circle cx=""100"" cy=""100"" r=""60"" />
    <circle cx=""100"" cy=""100"" r=""90"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""white"" />
  <g fill=""none"" stroke=""deepblue"" stroke-width=""2"">
    <polygon points=""50,10 90,40 50,70 10,40"" />
    <polygon points=""150,10 190,40 150,70 110,40"" />
    <polygon points=""50,130 90,160 50,190 10,160"" />
    <polygon points=""150,130 190,160 150,190 110,160"" />
    <line x1=""50"" y1=""10"" x2=""150"" y2=""10"" />
    <line x1=""90"" y1=""40"" x2=""190"" y2=""40"" />
    <line x1=""50"" y1=""70"" x2=""150"" y2=""70"" />
    <line x1=""10"" y1=""40"" x2=""110"" y2=""40"" />
    <line x1=""50"" y1=""130"" x2=""150"" y2=""130"" />
    <line x1=""90"" y1=""160"" x2=""190"" y2=""160"" />
    <line x1=""50"" y1=""190"" x2=""150"" y2=""190"" />
    <line x1=""10"" y1=""160"" x2=""110"" y2=""160"" />
    <circle cx=""100"" cy=""100"" r=""30"" />
    <circle cx=""100"" cy=""100"" r=""60"" />
    <circle cx=""100"" cy=""100"" r=""90"" />
  </g>
</svg>
```",0.00027360269450582564
" 'verdant forest with a winding river',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""lightgreen"" />
  
  <!-- Trees -->
  <g fill=""green"">
    <ellipse cx=""30"" cy=""50"" rx=""15"" ry=""30"" />
    <ellipse cx=""70"" cy=""60"" rx=""15"" ry=""30"" />
    <ellipse cx=""110"" cy=""40"" rx=""15"" ry=""30"" />
    <ellipse cx=""150"" cy=""70"" rx=""15"" ry=""30"" />
    <ellipse cx=""190"" cy=""50"" rx=""15"" ry=""30"" />
  </g>
  
  <!-- River -->
  <path d=""M 0 150 Q 50 130, 100 150 T 200 150"" fill=""none"" stroke=""blue"" stroke-width=""10"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""lightgreen"" />
  
  <!-- Trees -->
  <g fill=""green"">
    <ellipse cx=""30"" cy=""50"" rx=""15"" ry=""30"" />
    <ellipse cx=""70"" cy=""60"" rx=""15"" ry=""30"" />
    <ellipse cx=""110"" cy=""40"" rx=""15"" ry=""30"" />
    <ellipse cx=""150"" cy=""70"" rx=""15"" ry=""30"" />
    <ellipse cx=""190"" cy=""50"" rx=""15"" ry=""30"" />
  </g>
  
  <!-- River -->
  <path d=""M 0 150 Q 50 130, 100 150 T 200 150"" fill=""none"" stroke=""blue"" stroke-width=""10"" />
</svg>
```",0.994615375995636
" 'multicolored abstract mosaic',","<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,255,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,0,255);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""url(#grad1)"" />
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""url(#grad2)"" />
  <polygon points=""0,50 50,50 25,100"" fill=""url(#grad2)"" />
  <polygon points=""50,50 100,50 75,100"" fill=""url(#grad1)"" />
  <circle cx=""25"" cy=""25"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""75"" cy=""25"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""25"" cy=""75"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""75"" cy=""75"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
</svg>","```svg
<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""0%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,255,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,0,255);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""url(#grad1)"" />
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""url(#grad2)"" />
  <polygon points=""0,50 50,50 25,100"" fill=""url(#grad2)"" />
  <polygon points=""50,50 100,50 75,100"" fill=""url(#grad1)"" />
  <circle cx=""25"" cy=""25"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""75"" cy=""25"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""25"" cy=""75"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
  <circle cx=""75"" cy=""75"" r=""10"" fill=""rgba(255,255,255,0.5)"" />
</svg>
```",0.08242291957139969
" 'lime green and pink striped socks',","<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""stripes"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""limegreen"" />
      <stop offset=""50%"" stop-color=""limegreen"" />
      <stop offset=""50%"" stop-color=""pink"" />
      <stop offset=""100%"" stop-color=""pink"" />
    </linearGradient>
  </defs>
  <g transform=""translate(20, 10)"">
    <rect x=""0"" y=""0"" width=""20"" height=""60"" fill=""url(#stripes)"" />
    <rect x=""20"" y=""0"" width=""20"" height=""60"" fill=""url(#stripes)"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""stripes"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""limegreen"" />
      <stop offset=""50%"" stop-color=""limegreen"" />
      <stop offset=""50%"" stop-color=""pink"" />
      <stop offset=""100%"" stop-color=""pink"" />
    </linearGradient>
  </defs>
  <g transform=""translate(20, 10)"">
    <rect x=""0"" y=""0"" width=""20"" height=""60"" fill=""url(#stripes)"" />
    <rect x=""20"" y=""0"" width=""20"" height=""60"" fill=""url(#stripes)"" />
  </g>
</svg>
```",0.019353771582245827
" 'golden wheat fields under a cloudy sky',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""50"" fill=""lightblue"" />

  <!-- Clouds -->
  <ellipse cx=""50"" cy=""20"" rx=""20"" ry=""10"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""80"" cy=""25"" rx=""25"" ry=""12"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""120"" cy=""15"" rx=""15"" ry=""8"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""160"" cy=""30"" rx=""30"" ry=""15"" fill=""white"" opacity=""0.8"" />

  <!-- Wheat Fields -->
  <rect x=""0"" y=""50"" width=""200"" height=""50"" fill=""gold"" />

  <!-- Wheat Stalks -->
  <g stroke=""goldenrod"" stroke-width=""1"">
    <line x1=""10"" y1=""50"" x2=""10"" y2=""70"" />
    <line x1=""20"" y1=""50"" x2=""20"" y2=""75"" />
    <line x1=""30"" y1=""50"" x2=""30"" y2=""72"" />
    <line x1=""40"" y1=""50"" x2=""40"" y2=""78"" />
    <line x1=""50"" y1=""50"" x2=""50"" y2=""70"" />
    <line x1=""60"" y1=""50"" x2=""60"" y2=""75"" />
    <line x1=""70"" y1=""50"" x2=""70"" y2=""72"" />
    <line x1=""80"" y1=""50"" x2=""80"" y2=""78"" />
    <line x1=""90"" y1=""50"" x2=""90"" y2=""70"" />
    <line x1=""100"" y1=""50"" x2=""100"" y2=""75"" />
    <line x1=""110"" y1=""50"" x2=""110"" y2=""72"" />
    <line x1=""120"" y1=""50"" x2=""120"" y2=""78"" />
    <line x1=""130"" y1=""50"" x2=""130"" y2=""70"" />
    <line x1=""140"" y1=""50"" x2=""140"" y2=""75"" />
    <line x1=""150"" y1=""50"" x2=""150"" y2=""72"" />
    <line x1=""160"" y1=""50"" x2=""160"" y2=""78"" />
    <line x1=""170"" y1=""50"" x2=""170"" y2=""70"" />
    <line x1=""180"" y1=""50"" x2=""180"" y2=""75"" />
    <line x1=""190"" y1=""50"" x2=""190"" y2=""72"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""50"" fill=""lightblue"" />

  <!-- Clouds -->
  <ellipse cx=""50"" cy=""20"" rx=""20"" ry=""10"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""80"" cy=""25"" rx=""25"" ry=""12"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""120"" cy=""15"" rx=""15"" ry=""8"" fill=""white"" opacity=""0.8"" />
  <ellipse cx=""160"" cy=""30"" rx=""30"" ry=""15"" fill=""white"" opacity=""0.8"" />

  <!-- Wheat Fields -->
  <rect x=""0"" y=""50"" width=""200"" height=""50"" fill=""gold"" />

  <!-- Wheat Stalks -->
  <g stroke=""goldenrod"" stroke-width=""1"">
    <line x1=""10"" y1=""50"" x2=""10"" y2=""70"" />
    <line x1=""20"" y1=""50"" x2=""20"" y2=""75"" />
    <line x1=""30"" y1=""50"" x2=""30"" y2=""72"" />
    <line x1=""40"" y1=""50"" x2=""40"" y2=""78"" />
    <line x1=""50"" y1=""50"" x2=""50"" y2=""70"" />
    <line x1=""60"" y1=""50"" x2=""60"" y2=""75"" />
    <line x1=""70"" y1=""50"" x2=""70"" y2=""72"" />
    <line x1=""80"" y1=""50"" x2=""80"" y2=""78"" />
    <line x1=""90"" y1=""50"" x2=""90"" y2=""70"" />
    <line x1=""100"" y1=""50"" x2=""100"" y2=""75"" />
    <line x1=""110"" y1=""50"" x2=""110"" y2=""72"" />
    <line x1=""120"" y1=""50"" x2=""120"" y2=""78"" />
    <line x1=""130"" y1=""50"" x2=""130"" y2=""70"" />
    <line x1=""140"" y1=""50"" x2=""140"" y2=""75"" />
    <line x1=""150"" y1=""50"" x2=""150"" y2=""72"" />
    <line x1=""160"" y1=""50"" x2=""160"" y2=""78"" />
    <line x1=""170"" y1=""50"" x2=""170"" y2=""70"" />
    <line x1=""180"" y1=""50"" x2=""180"" y2=""75"" />
    <line x1=""190"" y1=""50"" x2=""190"" y2=""72"" />
  </g>
</svg>
```",0.996126115322113
" 'violet and amber abstract spirals',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""violetGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(238,130,238);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(148,0,211);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,191,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,140,0);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(100,100)"">
    <path d=""M0,0 Q10,-10 20,0 T40,0 T60,0 T80,0 T100,0"" fill=""none"" stroke=""url(#violetGradient)"" stroke-width=""4"" transform=""rotate(45)"" />
    <path d=""M0,0 Q10,-10 20,0 T40,0 T60,0 T80,0 T100,0"" fill=""none"" stroke=""url(#amberGradient)"" stroke-width=""4"" transform=""rotate(-45)"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""violetGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(238,130,238);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(148,0,211);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""amberGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,191,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,140,0);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(100,100)"">
    <path d=""M0,0 Q10,-10 20,0 T40,0 T60,0 T80,0 T100,0"" fill=""none"" stroke=""url(#violetGradient)"" stroke-width=""4"" transform=""rotate(45)"" />
    <path d=""M0,0 Q10,-10 20,0 T40,0 T60,0 T80,0 T100,0"" fill=""none"" stroke=""url(#amberGradient)"" stroke-width=""4"" transform=""rotate(-45)"" />
  </g>
</svg>
```",0.44401803612709045
" 'burgundy velvet blazer with brass buttons',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Burgundy Velvet Blazer -->
  <rect x=""50"" y=""30"" width=""100"" height=""140"" fill=""rgb(128, 0, 32)"" rx=""10"" ry=""10"" />
  <!-- Lapels -->
  <polygon points=""50,30 100,80 150,30"" fill=""rgb(139, 0, 36)"" />
  <!-- Brass Buttons -->
  <circle cx=""100"" cy=""80"" r=""5"" fill=""rgb(181, 166, 66)"" />
  <circle cx=""100"" cy=""110"" r=""5"" fill=""rgb(181, 166, 66)"" />
  <circle cx=""100"" cy=""140"" r=""5"" fill=""rgb(181, 166, 66)"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Burgundy Velvet Blazer -->
  <rect x=""50"" y=""30"" width=""100"" height=""140"" fill=""rgb(128, 0, 32)"" rx=""10"" ry=""10"" />
  <!-- Lapels -->
  <polygon points=""50,30 100,80 150,30"" fill=""rgb(139, 0, 36)"" />
  <!-- Brass Buttons -->
  <circle cx=""100"" cy=""80"" r=""5"" fill=""rgb(181, 166, 66)"" />
  <circle cx=""100"" cy=""110"" r=""5"" fill=""rgb(181, 166, 66)"" />
  <circle cx=""100"" cy=""140"" r=""5"" fill=""rgb(181, 166, 66)"" />
</svg>
```",0.9999332427978516
" 'ivory and charcoal abstract grid',","<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""ivoryGradient"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""ivory"" />
      <stop offset=""100%"" stop-color=""lightgray"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""100"" height=""100"" fill=""url(#ivoryGradient)"" />
  <g stroke=""charcoal"" stroke-width=""2"" opacity=""0.8"">
    <line x1=""10"" y1=""10"" x2=""90"" y2=""10"" />
    <line x1=""10"" y1=""30"" x2=""90"" y2=""30"" />
    <line x1=""10"" y1=""50"" x2=""90"" y2=""50"" />
    <line x1=""10"" y1=""70"" x2=""90"" y2=""70"" />
    <line x1=""10"" y1=""90"" x2=""90"" y2=""90"" />
    <line x1=""10"" y1=""10"" x2=""10"" y2=""90"" />
    <line x1=""30"" y1=""10"" x2=""30"" y2=""90"" />
    <line x1=""50"" y1=""10"" x2=""50"" y2=""90"" />
    <line x1=""70"" y1=""10"" x2=""70"" y2=""90"" />
    <line x1=""90"" y1=""10"" x2=""90"" y2=""90"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""ivoryGradient"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""ivory"" />
      <stop offset=""100%"" stop-color=""lightgray"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""100"" height=""100"" fill=""url(#ivoryGradient)"" />
  <g stroke=""charcoal"" stroke-width=""2"" opacity=""0.8"">
    <line x1=""10"" y1=""10"" x2=""90"" y2=""10"" />
    <line x1=""10"" y1=""30"" x2=""90"" y2=""30"" />
    <line x1=""10"" y1=""50"" x2=""90"" y2=""50"" />
    <line x1=""10"" y1=""70"" x2=""90"" y2=""70"" />
    <line x1=""10"" y1=""90"" x2=""90"" y2=""90"" />
    <line x1=""10"" y1=""10"" x2=""10"" y2=""90"" />
    <line x1=""30"" y1=""10"" x2=""30"" y2=""90"" />
    <line x1=""50"" y1=""10"" x2=""50"" y2=""90"" />
    <line x1=""70"" y1=""10"" x2=""70"" y2=""90"" />
    <line x1=""90"" y1=""10"" x2=""90"" y2=""90"" />
  </g>
</svg>
```",0.38832125067710876
